id,merchant_id,parent_sku,source_title,title_es,title_pt,brand,source_product_type,category_key,category_es,category_pt,site_category,secondary_categories,color_source,color_es,color_pt,available_sizes,available_variants,total_variants,current_price_eur,original_price_eur,discount_percent,availability,condition,active,launch_date,priority,editorial_score,affiliate_url,landing_url,image_urls,source_description,description_es,description_pt,short_description_es,short_description_pt,labels,translation_status
lounge-15712406471038,lounge-eu,15712406471038,Textured Cotton Pyjama Bottoms - Blue,Pijama Textured Algodón Bottoms – azul,Pijama Textured Algodão Bottoms – azul,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Blue,azul,azul,"XS,S,M,L,XL",5,6,45.0,,0,in_stock,new,True,2025-12-12,C,12,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15712406471038&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Ftextured-cotton-pyjama-bottoms-blue&intsrc=CATF_35417,https://eu.lounge.com/products/textured-cotton-pyjama-bottoms-blue,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1BLUETEXTUREDPYJAMATROUSERS.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2BLUETEXTUREDPYJAMATROUSERS.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3BLUETEXTUREDPYJAMATROUSERS.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4BLUETEXTUREDPYJAMATROUSERS.jpg?v=1772737219|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5BLUETEXTUREDPYJAMATROUSERS.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6BLUETEXTUREDPYJAMATROUSERS.jpg?v=1772737219,"Textured cotton jacquard fabric Scrunchie elasticated waistband Contrast cotton piping details Split detail to hems Side pockets Embroidered logo branding to hip These relaxed pyjama trousers are as soft as your favourite pillow, and just as comfortable. The contrast-colour piping makes these trousers feel effortlessly put-together, especially when they're paired with the Textured Cotton Pyjama Shirt.","Pijama Textured Algodón Bottoms – azul de Lounge. Tallas disponibles: XS, S, M, L, XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Pijama Textured Algodão Bottoms – azul da Lounge. Tamanhos disponíveis: XS, S, M, L, XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Pijama Textured Algodón Bottoms – azul. Disponible en Lounge EU desde 45.00 €.,Pijama Textured Algodão Bottoms – azul. Disponível na Lounge EU desde 45.00 €.,"09/03/26,30%-discount,collection-auto_cosy-pyjamas,collection-auto_homegrown,collection-auto_long-sleeve-pyjamas,collection-auto_princess-pea,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_sexy-pjs,collection-auto_sleep,color_blue,HGSIB-9,june-sale-26,only-swatch,SIB-3,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-40536773328932,lounge-eu,40536773328932,Signature Silk Sleep Mask - Pearl,Producto Lounge Signature Silk Sleep Mask – Pearl,Produto Lounge Signature Silk Sleep Mask – Pearl,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Pearl,Pearl,Pearl,,1,1,25.0,,0,in_stock,new,True,2022-12-02,C,3,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=40536773328932&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fsignature-eye-mask-pearl&intsrc=CATF_35417,https://eu.lounge.com/products/signature-eye-mask-pearl,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/Sleep-Mask-Pearl_Nayeli_091.jpg?v=1710421331|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1-Pearl-Eyemask-Front_ab5dd5c8-31b1-4eed-b11d-0f64fde6dbf1.jpg?v=1710421331|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2-Pearl-Eyemask-Back_24d455e5-347e-47d7-807a-f43804235115.jpg?v=1710421333|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/Sleep-Mask-Pearl_Nayeli_001.jpg?v=1710421332,"Silk fabric with elasticated band Lounge woven tab 100% Silk Lounge on cloud nine in our luxurious Signature Silk Sleep Eye Mask. With a minimal design and elasticated strap, this eye mask has all the comfort you need for the best nights sleep.",Producto Lounge Signature Silk Sleep Mask – Pearl de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Produto Lounge Signature Silk Sleep Mask – Pearl da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Producto Lounge Signature Silk Sleep Mask – Pearl. Disponible en Lounge EU desde 25.00 €.,Produto Lounge Signature Silk Sleep Mask – Pearl. Disponível na Lounge EU desde 25.00 €.,"10%-discount,21.01.23,Archive-Sale,collection-auto_accessories,collection-auto_christmas,collection-auto_outlet,collection-auto_pyjama-sets,collection-auto_sleep,collection-auto_sleep-accessories,collection-auto_sleep-masks,collection-auto_stocking-fillers,color_pearl,filter-collection-child_sustainable,filter-collection_apparel,filter-collection_sleep,filter-color_cream,group_signature-eye-masks,ignore-group,june-sale-26,main-swatch,micro-collection_apparel-all,mothers-day,outlet-21.05,sustainable,valentines-2024",borrador_controlado_revisar_antes_de_publicar
lounge-15477339521406,lounge-eu,15477339521406,Bloom & Stripe Pyjama Shorts - Blue,Shorts Bloom & Stripe Pyjama – azul,Calções Bloom & Stripe Pyjama – azul,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Blue,azul,azul,"XS,S,M,L,XL",5,6,40.0,,0,in_stock,new,True,2025-07-09,C,7,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15477339521406&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbloom-stripe-pyjama-shorts-blue&intsrc=CATF_35417,https://eu.lounge.com/products/bloom-stripe-pyjama-shorts-blue,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1BLUEPYJAMASHORTSMAJEL.jpg?v=1755263014|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4BLUEPYJAMASHORTSMAJEL.jpg?v=1755263014|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2BLUEPYJAMASHORTSMAJEL.jpg?v=1755263013|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3BLUEPYJAMASHORTSMAJEL.jpg?v=1755263013,High-waisted pyjama shorts Floral printed fabrication with contrast striped pockets Pockets to either side with piping and picot edge detail Embroidered Lounge logo to left pocket Decorative tie detail to waistband in contrast stripe fabrication Shirred elasticated waistband,"Shorts Bloom & Stripe Pyjama – azul de Lounge. Tallas disponibles: XS, S, M, L, XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Calções Bloom & Stripe Pyjama – azul da Lounge. Tamanhos disponíveis: XS, S, M, L, XL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Shorts Bloom & Stripe Pyjama – azul. Disponible en Lounge EU desde 40.00 €.,Calções Bloom & Stripe Pyjama – azul. Disponível na Lounge EU desde 40.00 €.,"17/08/25,60%-discount,collection-auto_bloom-stripe,collection-auto_bloom-stripe-pyjamas,collection-auto_button-up-pjs,collection-auto_cosy-pyjamas,collection-auto_daydream,collection-auto_daydream-pyjamas,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_pyjama-shorts,collection-auto_sexy-pjs,collection-auto_short-sleeve-pyjamas,collection-auto_sleep,collection-auto_stocking-fillers,collection-auto_summer,color_blue,june-sale-26,mid-section-boost,staff-50,summer-sale-hero-26",borrador_controlado_revisar_antes_de_publicar
lounge-15477339488638,lounge-eu,15477339488638,Bloom & Stripe Pyjama Shorts - Pink,Shorts Bloom & Stripe Pyjama – rosa,Calções Bloom & Stripe Pyjama – rosa,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Pink,rosa,rosa,XXL,1,6,35.0,,0,in_stock,new,True,2025-07-09,C,3,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15477339488638&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbloom-stripe-pyjama-shorts-pink&intsrc=CATF_35417,https://eu.lounge.com/products/bloom-stripe-pyjama-shorts-pink,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1PINKPYJAMASHORTSMAJEL.jpg?v=1755263014|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2PINKPYJAMASHORTSMAJEL.jpg?v=1755263014|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3PINKPYJAMASHORTSMAJEL.jpg?v=1755263014|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4PINKPYJAMASHORTSMAJEL.jpg?v=1755263013|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5PINKPYJAMASHORTSMAJEL.jpg?v=1755263014|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6PINKPYJAMASHORTSMAJEL.jpg?v=1755263014,High-leg pyjama shorts Striped cotton fabrication Elasticated waist in contrast floral print Decorative tie detail to waistband in contrast floral print Embroidered 'L' lettermark to side,Shorts Bloom & Stripe Pyjama – rosa de Lounge. Tallas disponibles: XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Calções Bloom & Stripe Pyjama – rosa da Lounge. Tamanhos disponíveis: XXL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Shorts Bloom & Stripe Pyjama – rosa. Disponible en Lounge EU desde 35.00 €.,Calções Bloom & Stripe Pyjama – rosa. Disponível na Lounge EU desde 35.00 €.,"17/08/25,60%-discount,collection-auto_bloom-stripe,collection-auto_bloom-stripe-pyjamas,collection-auto_button-up-pjs,collection-auto_cosy-pyjamas,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_pyjama-short-sets,collection-auto_sexy-pjs,collection-auto_sleep,collection-auto_summer,color_pink,june-sale-26,main-swatch,staff-50,summer-sale-hero-26",borrador_controlado_revisar_antes_de_publicar
lounge-15477339619710,lounge-eu,15477339619710,Bloom & Stripe Pyjama Shorts - Sage,Shorts Bloom & Stripe Pyjama – salvia,Calções Bloom & Stripe Pyjama – verde-sálvia,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Sage,salvia,verde-sálvia,"XS,S,M,L,XL,XXL",6,6,40.0,,0,in_stock,new,True,2025-07-09,C,7,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15477339619710&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fbloom-stripe-pyjama-shorts-sage&intsrc=CATF_35417,https://eu.lounge.com/products/bloom-stripe-pyjama-shorts-sage,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1SAGECAMIPYJAMASHORTS.jpg?v=1755263012|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2SAGECAMIPYJAMASHORTS.jpg?v=1755263012|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3SAGECAMIPYJAMASHORTS.jpg?v=1755263012|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4SAGECAMIPYJAMASHORTS.jpg?v=1755263012,High-waisted pyjama shorts Striped cotton fabrication Boxy fit with elasticated waist 2 pockets to back with contrast floral printed fabrication and piping and picot edge detail Decorative tie detail in contrast floral print Fully lined with floral printed fabrication Split hem to both sides Embroidered Lounge logo to back pocket,"Shorts Bloom & Stripe Pyjama – salvia de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Calções Bloom & Stripe Pyjama – verde-sálvia da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Shorts Bloom & Stripe Pyjama – salvia. Disponible en Lounge EU desde 40.00 €.,Calções Bloom & Stripe Pyjama – verde-sálvia. Disponível na Lounge EU desde 40.00 €.,"17/08/25,60%-discount,collection-auto_bloom-stripe,collection-auto_bloom-stripe-pyjamas,collection-auto_button-up-pjs,collection-auto_cosy-pyjamas,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_pyjama-short-sets,collection-auto_sexy-pjs,collection-auto_sleep,collection-auto_stocking-fillers,collection-auto_summer,color_green,color_sage,june-sale-26,latest-swatch,staff-50,summer-sale-hero-26",borrador_controlado_revisar_antes_de_publicar
lounge-15370405249406,lounge-eu,15370405249406,Modal Pyjama Shorts - Blue Fruits,Shorts Modal Pyjama – Azul fruits,Calções Modal Pyjama – Azul fruits,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Blue Fruits,Azul fruits,Azul fruits,"XS,L,XL,XXL",4,6,26.25,35.0,25,in_stock,new,True,2025-05-14,C,9,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15370405249406&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fmodal-pyjama-shorts-blue-fruits&intsrc=CATF_35417,https://eu.lounge.com/products/modal-pyjama-shorts-blue-fruits,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.BlueFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.BlueFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.BlueFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.BlueFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.BlueFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.BlueFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996,Smooth modal fabrication Soft-stretch fabric with hand-drawn print Satin bow detail to centre-front and to each side High side slits Woven tab with Lounge logo to side Picot elastic trim,"Shorts Modal Pyjama – Azul fruits de Lounge. Tallas disponibles: XS, L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Calções Modal Pyjama – Azul fruits da Lounge. Tamanhos disponíveis: XS, L, XL, XXL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Shorts Modal Pyjama – Azul fruits. Disponible en Lounge EU desde 26.25 €.,Calções Modal Pyjama – Azul fruits. Disponível na Lounge EU desde 26.25 €.,"30%-discount,50-gifting-boost,collection-auto_button-up-pjs,collection-auto_cosy-pyjamas,collection-auto_daydream,collection-auto_daydream-pyjamas,collection-auto_gifting,collection-auto_modal,collection-auto_modal-pyjamas,collection-auto_modal-shots,collection-auto_outlet,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_pyjama-short-sets,collection-auto_sexy-pjs,collection-auto_sleep,collection-auto_summer,color_blue,june-sale-26,main-swatch,outlet-14/05,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-15370405511550,lounge-eu,15370405511550,Modal Pyjama Shorts - White Fruits,Shorts Modal Pyjama – Blanco fruits,Calções Modal Pyjama – Branco fruits,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,White Fruits,Blanco fruits,Branco fruits,"XL,XXL",2,6,26.25,35.0,25,in_stock,new,True,2025-05-14,C,9,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15370405511550&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fmodal-pyjama-shorts-white-fruits&intsrc=CATF_35417,https://eu.lounge.com/products/modal-pyjama-shorts-white-fruits,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.WhiteFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.WhiteFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.WhiteFruitsModalPyjamaShorts-Leidy.jpg?v=1749213995|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.WhiteFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.WhiteFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.WhiteFruitsModalPyjamaShorts-Leidy.jpg?v=1749213996,Smooth modal fabrication Soft-stretch fabric with hand-drawn print Satin bow detail to centre-front and to each side High side slits Woven tab with Lounge logo to side Picot elastic trim,"Shorts Modal Pyjama – Blanco fruits de Lounge. Tallas disponibles: XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Calções Modal Pyjama – Branco fruits da Lounge. Tamanhos disponíveis: XL, XXL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Shorts Modal Pyjama – Blanco fruits. Disponible en Lounge EU desde 26.25 €.,Calções Modal Pyjama – Branco fruits. Disponível na Lounge EU desde 26.25 €.,"30%-discount,collection-auto_button-up-pjs,collection-auto_cosy-pyjamas,collection-auto_daydream,collection-auto_gifting,collection-auto_modal,collection-auto_modal-pyjamas,collection-auto_outlet,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_pyjama-short-sets,collection-auto_sexy-pjs,collection-auto_sleep,collection-auto_summer,color_white,june-sale-26,outlet-14/05,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-15828113424766,lounge-eu,15828113424766,Pointelle Pyjama Shorts - Blue Boat Print,Shorts Pointelle Pyjama – Azul boat estampado,Calções Pointelle Pyjama – Azul boat estampado,Lounge Underwear New,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Blue Boat Print,Azul boat estampado,Azul boat estampado,"XS,S,M,L,XL,XXL",6,6,35.0,,0,in_stock,new,True,2026-03-16,C,12,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15828113424766&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-pyjama-shorts-blue-boat-print&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-pyjama-shorts-blue-boat-print,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1PonitelleShorts-Leidy.jpg?v=1781862894|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2PonitelleShorts-Leidy.jpg?v=1781862894|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3PonitelleShorts-Leidy.jpg?v=1781862893|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4PointelleShorts-Leidy.jpg?v=1781862893|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5PonitelleShorts-Leidy.jpg?v=1781862893|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6PointelleShorts-Leidy.jpg?v=1781862893,"Fitted pyjama short Breathable pointelle fabrication Hand-drawn coastal-inspired print Contrast picot trim throughout Decorative satin bow to centre-front Woven branded tab to side These breathable pyjama shorts feature a cute coastal-inspired print, drawn by hand and etched onto a pretty pointelle fabric. Summer nights never looked so sweet.","Shorts Pointelle Pyjama – Azul boat estampado de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Calções Pointelle Pyjama – Azul boat estampado da Lounge. Tamanhos disponíveis: XS, S, M, L, XL, XXL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Shorts Pointelle Pyjama – Azul boat estampado. Disponible en Lounge EU desde 35.00 €.,Calções Pointelle Pyjama – Azul boat estampado. Disponível na Lounge EU desde 35.00 €.,"19/06/2026,20%-discount,collection-auto_cosy-pyjamas,collection-auto_pointelle,collection-auto_pointelle-pyjama-bottoms,collection-auto_pointelle-pyjamas,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_sexy-pjs,collection-auto_sleep,collection-auto_summer-on-the-coast,color_blue,color_boat-print,latest-swatch,new,only-swatch,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-15635666731390,lounge-eu,15635666731390,Soft Waffle Pyjama Shorts - Dark Chocolate,Shorts Soft Tejido waffle Pyjama – chocolate oscuro,Calções Soft Tecido waffle Pyjama – chocolate escuro,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Dark Chocolate,chocolate oscuro,chocolate escuro,XS,1,6,35.0,,0,in_stock,new,True,2025-10-21,C,8,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15635666731390&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fsoft-waffle-pyjama-shorts-dark-chocolate&intsrc=CATF_35417,https://eu.lounge.com/products/soft-waffle-pyjama-shorts-dark-chocolate,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1CHOCOLATEWAFFLEPYJAMASHORTS.png?v=1763032781|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2CHOCOLATEWAFFLEPYJAMASHORTS.png?v=1763032782|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3CHOCOLATEWAFFLEPYJAMASHORTS.png?v=1763032782|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4CHOCOLATEWAFFLEPYJAMASHORTS.png?v=1763032782,Wide-leg pyjama shorts Lightweight oversized waffle fabrication with frilly edging Embroidered Lounge logo,Shorts Soft Tejido waffle Pyjama – chocolate oscuro de Lounge. Tallas disponibles: XS. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Calções Soft Tecido waffle Pyjama – chocolate escuro da Lounge. Tamanhos disponíveis: XS. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Shorts Soft Tejido waffle Pyjama – chocolate oscuro. Disponible en Lounge EU desde 35.00 €.,Calções Soft Tecido waffle Pyjama – chocolate escuro. Disponível na Lounge EU desde 35.00 €.,"13/11/25,20%-discount,50-gifting-boost,brown,chocolate,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_pyjama-short-sets,collection-auto_seasonal,collection-auto_short-sleeve-pyjamas,collection-auto_sleep,collection-auto_stocking-fillers,collection-auto_waffle-pj-bottoms,collection-auto_waffle-pyjamas,color_brown,color_chocolate,first-boost,june-sale-26,main-swatch,marketing-list-sale,SALE-SLEEP-GROUP,seasonal-sleep,staff-50,top-row-boost,top-section-boost",borrador_controlado_revisar_antes_de_publicar
lounge-15828113293694,lounge-eu,15828113293694,Woven Stripe Pyjama Shorts - Blue Stripe,Shorts Woven Stripe Pyjama – Azul stripe,Calções Woven Stripe Pyjama – Azul stripe,Lounge Underwear New,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,Blue Stripe,Azul stripe,Azul stripe,"XS,S,M,L",4,6,40.0,,0,in_stock,new,True,2026-03-16,C,8,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15828113293694&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fwoven-stripe-pyjama-shorts-blue-stripe&intsrc=CATF_35417,https://eu.lounge.com/products/woven-stripe-pyjama-shorts-blue-stripe,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.BlueStripeShorts.jpg?v=1781862894|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.BlueStripeShorts.jpg?v=1781862894|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.BlueStripeShorts.jpg?v=1781862894|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.BlueStripeShorts.jpg?v=1781862893|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.BlueStripeShorts.jpg?v=1781862894|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.BlueStripeShorts.jpg?v=1781862894,"Relaxed, high-waisted pyjama shorts Yarn-dyed stripe pattern Elasticated waistband Non-functional placket to centre-front Decorative buttons to centre-front Woven branded tab to side 2 back pockets with contrast stripe These flattering, high-waisted shorts feature a nautical stripe pattern that's a timeless staple in any pyjama collection. With a relaxed fit and elasticated waistband, you'll never want to take them off.","Shorts Woven Stripe Pyjama – Azul stripe de Lounge. Tallas disponibles: XS, S, M, L. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Calções Woven Stripe Pyjama – Azul stripe da Lounge. Tamanhos disponíveis: XS, S, M, L. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Shorts Woven Stripe Pyjama – Azul stripe. Disponible en Lounge EU desde 40.00 €.,Calções Woven Stripe Pyjama – Azul stripe. Disponível na Lounge EU desde 40.00 €.,"19/06/2026,20%-discount,collection-auto_cosy-pyjamas,collection-auto_pyjama-bottoms,collection-auto_pyjama-sets,collection-auto_pyjama-short-sets,collection-auto_short-sleeve-pyjamas,collection-auto_sleep,collection-auto_summer-on-the-coast,collection-auto_woven-pyjamas,color_blue,latest-swatch,new,only-swatch,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-15712406897022,lounge-eu,15712406897022,Ribbed Short-Sleeve Pyjama Top - White Floral,Top Acanalado Short-Sleeve Pyjama – Blanco floral,Top Canelado Short-Sleeve Pyjama – Branco floral,Lounge Underwear,Sleep,sleep_pyjamas,Pijamas,Pijamas,women-fashion,,White Floral,Blanco floral,Branco floral,"XS,M,L,XL,XXL",5,6,40.0,,0,in_stock,new,True,2025-12-12,C,12,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15712406897022&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fribbed-short-sleeve-pyjama-top-white-floral&intsrc=CATF_35417,https://eu.lounge.com/products/ribbed-short-sleeve-pyjama-top-white-floral,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1WHITEFLORALRIBBEDPYJAMATOP.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2WHITEFLORALRIBBEDPYJAMATOP.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3WHITEFLORALRIBBEDPYJAMATOP.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4WHITEFLORALRIBBEDPYJAMATOP.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5WHITEFLORALRIBBEDPYJAMATOP.jpg?v=1772737218|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6WHITEFLORALRIBBEDPYJAMATOP.jpg?v=1772737218,Short-sleeved pyjama top Ribbed knitted pointelle fabric Hand-drawn floral print V-shaped neckline Contrast picot elastic trim to neck and underbust Darted cup details Satin rosebud detail to centre-front Embroidered logo to back-neck This flattering V-neck pyjama top features a playful floral print and dainty satin rosebud for the perfect springtime sleep.,"Top Acanalado Short-Sleeve Pyjama – Blanco floral de Lounge. Tallas disponibles: XS, M, L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.","Top Canelado Short-Sleeve Pyjama – Branco floral da Lounge. Tamanhos disponíveis: XS, M, L, XL, XXL. O preço e o stock devem ser confirmados na loja antes de concluir a compra.",Top Acanalado Short-Sleeve Pyjama – Blanco floral. Disponible en Lounge EU desde 40.00 €.,Top Canelado Short-Sleeve Pyjama – Branco floral. Disponível na Lounge EU desde 40.00 €.,"09/03/26,30%-discount,collection-auto_cosy-pyjamas,collection-auto_homegrown,collection-auto_princess-pea,collection-auto_pyjama-sets,collection-auto_pyjama-tops,collection-auto_ribbed-pyjamas,collection-auto_sleep,color_white,color_white-floral,HGSIB-10,june-sale-26,only-swatch,SIB-3,staff-50",borrador_controlado_revisar_antes_de_publicar
